ticket_id,triaged_at,it_member_id,assigned_category,assigned_priority,priority_reason,classification_confidence,needs_specialist_review_flag,intake_summary,classification_evidence,recommended_specialist_group,target_first_response_at,target_resolution_at
TKT-00148,2026-01-24T11:39:13,IT-003,data_reporting,medium,tier=standard; urgency=medium; category=data_reporting,0.9,false,Yuki Devine at Polaris Logistics reports stale numbers in finance dashboard in Analytics Dashboard; impact: Monthly close delayed by export issue.,"subject='Stale numbers in finance dashboard'; system='Analytics Dashboard'; symptom='Analytics Dashboard data output is stale, incomplete, or unavailable.'",data_analytics,2026-01-24T17:49:00,2026-01-26T09:49:00
TKT-00149,2026-01-26T13:49:27,IT-005,password_reset,low,tier=premium; urgency=low; category=password_reset,0.96,false,Iris Holm at Cypress Health reports service account password expired in Customer Portal; impact: Nightly export job failing.,subject='Service account password expired'; system='Customer Portal'; symptom='Reset workflow for Customer Portal does not complete for the affected account.',identity_security,2026-01-27T08:37:00,2026-01-29T08:37:00
TKT-00150,2026-03-18T05:17:18,IT-005,password_reset,medium,tier=premium; urgency=medium; category=password_reset,0.92,false,Kai Patel at Quartz Bioworks reports service account password expired in Identity Provider; impact: Nightly export job failing.,subject='Service account password expired'; system='Identity Provider'; symptom='Reset workflow for Identity Provider does not complete for the affected account.',identity_security,2026-03-18T12:31:00,2026-03-20T04:31:00
TKT-00151,2026-01-29T06:49:08,IT-002,network_connectivity,medium,tier=standard; urgency=low; category=network_connectivity,0.83,false,Kai Devine at Polaris Logistics reports vpn disconnects every few minutes in VPN; impact: Remote engineer cannot stay connected to internal tools.,subject='VPN disconnects every few minutes'; system='VPN'; symptom='VPN connectivity is intermittent enough to interrupt work.',network_infra,2026-01-29T13:09:00,2026-01-31T05:09:00
TKT-00152,2026-03-12T18:06:26,IT-001,email_calendar,medium,tier=standard; urgency=high; category=email_calendar,0.98,false,Wren Bose at Pacific Bioworks reports shared mailbox missing in Email; impact: Support intake delayed.,subject='Shared mailbox missing'; system='Email'; symptom='Email calendar or mailbox state is not syncing across devices.',identity_security,2026-03-12T22:20:00,2026-03-14T14:20:00
TKT-00153,2026-02-21T06:41:18,IT-006,software_bug,high,tier=premium; urgency=high; category=software_bug,0.92,false,Chen Zhao at Cypress Health reports inventory app shows stale data in Customer Portal; impact: Warehouse team picking against incorrect data.,subject='Inventory App shows stale data'; system='Customer Portal'; symptom='Customer Portal behavior is repeatable and differs from yesterday's behavior.',application_engineering,2026-02-21T06:13:00,2026-02-22T04:13:00
TKT-00154,2026-01-17T08:21:28,IT-008,other,high,tier=premium; urgency=critical; category=other,0.62,true,Noor Singh at Summit Health reports need help with a workflow in Customer Portal; impact: User unable to complete task.,subject='Need help with a workflow'; system='Customer Portal'; symptom='The user is unsure which team owns the Customer Portal request.',application_engineering,2026-01-17T08:33:00,2026-01-18T06:33:00
TKT-00155,2026-02-28T10:25:49,IT-008,billing_account,medium,tier=standard; urgency=medium; category=billing_account,0.71,false,Kai Kapoor at Meridian Marine Solutions reports cannot download invoice pdf in Customer Portal; impact: Customer cannot file expense reports.,subject='Cannot download invoice PDF'; system='Customer Portal'; symptom='Customer Portal billing record does not match the customer's expected account state.',billing_finance,2026-02-28T14:40:00,2026-03-02T06:40:00
TKT-00156,2026-01-19T08:18:31,IT-006,hardware_issue,high,tier=enterprise; urgency=medium; category=hardware_issue,0.48,false,Sana Tanaka at Pioneer Foods reports mfa prompt never arrives in CRM; impact: User cannot access required system.,subject='MFA prompt never arrives'; system='CRM'; symptom='CRM sign-in fails before the user reaches the app home page.',hardware_field,2026-01-19T06:02:00,2026-01-20T04:02:00
TKT-00157,2026-02-14T22:48:47,IT-004,data_reporting,high,tier=premium; urgency=high; category=data_reporting,0.6,true,Xavi Xu at Tessera Manufacturing reports crm export missing records in Analytics Dashboard; impact: QBR slides cannot be finalized.,"subject='CRM export missing records'; system='Analytics Dashboard'; symptom='Analytics Dashboard data output is stale, incomplete, or unavailable.'",data_analytics,2026-02-14T22:15:00,2026-02-15T20:15:00
TKT-00158,2026-03-10T15:13:29,IT-005,email_calendar,high,tier=premium; urgency=high; category=email_calendar,0.88,false,Vera Nair at Tessera Manufacturing reports email calendar sync issue in Email; impact: User missed customer meeting.,subject='Email calendar sync issue'; system='Email'; symptom='Email calendar or mailbox state is not syncing across devices.',identity_security,2026-03-10T12:19:00,2026-03-11T10:19:00
TKT-00159,2026-01-18T23:15:11,IT-005,password_reset,medium,tier=premium; urgency=medium; category=password_reset,0.81,false,Dani Xu at Tessera Manufacturing reports need password reset in Identity Provider; impact: One user blocked from logging in.,subject='Need password reset'; system='Identity Provider'; symptom='Reset workflow for Identity Provider does not complete for the affected account.',identity_security,2026-01-19T01:49:00,2026-01-20T17:49:00
TKT-00160,2026-03-05T19:24:19,IT-007,login_access,urgent,tier=enterprise; urgency=critical; category=login_access,0.88,false,Jorge Walsh at Pioneer Foods reports mfa prompt never arrives in Identity Provider; impact: User cannot access required system.,subject='MFA prompt never arrives'; system='Identity Provider'; symptom='Identity Provider sign-in fails before the user reaches the app home page.',identity_security,2026-03-05T16:21:00,2026-03-05T23:21:00
TKT-00161,2026-01-26T04:52:37,IT-003,password_reset,low,tier=standard; urgency=medium; category=password_reset,0.96,false,Bea Grover at Polaris Logistics reports password reset link expired in Identity Provider; impact: Customer demo delayed.,subject='Password reset link expired'; system='Identity Provider'; symptom='Reset workflow for Identity Provider does not complete for the affected account.',identity_security,2026-01-26T23:14:00,2026-01-28T23:14:00
TKT-00162,2026-01-20T13:52:41,IT-002,software_bug,medium,tier=premium; urgency=medium; category=software_bug,0.77,true,Alex Okafor at Summit Health reports saved filter not loading on dashboard in Inventory App; impact: Manager dashboard broken before exec review.,subject='Saved filter not loading on dashboard'; system='Inventory App'; symptom='Inventory App behavior is repeatable and differs from yesterday's behavior.',application_engineering,2026-01-20T19:38:00,2026-01-22T11:38:00
TKT-00163,2026-02-12T11:32:59,IT-008,password_reset,medium,tier=standard; urgency=high; category=password_reset,0.92,false,Quinn Quintero at Quartz Logistics reports service account password expired in Identity Provider; impact: Nightly export job failing.,subject='Service account password expired'; system='Identity Provider'; symptom='Reset workflow for Identity Provider does not complete for the affected account.',identity_security,2026-02-12T15:07:00,2026-02-14T07:07:00
TKT-00164,2026-02-12T18:34:08,IT-007,login_access,medium,tier=standard; urgency=medium; category=login_access,0.98,false,Tomo Liang at Meridian Studios reports account locked after travel in Customer Portal; impact: Field rep blocked from CRM during customer visit.,subject='Account locked after travel'; system='Customer Portal'; symptom='Customer Portal sign-in fails before the user reaches the app home page.',identity_security,2026-02-12T22:59:00,2026-02-14T14:59:00
TKT-00165,2026-02-18T14:29:34,IT-003,data_reporting,medium,tier=standard; urgency=low; category=data_reporting,0.89,false,Vera Walsh at Ironhill Capital reports analytics dashboard not loading in Analytics Dashboard; impact: Customer demo delayed because dashboard is down.,"subject='Analytics dashboard not loading'; system='Analytics Dashboard'; symptom='Analytics Dashboard data output is stale, incomplete, or unavailable.'",data_analytics,2026-02-18T21:57:00,2026-02-20T13:57:00
TKT-00166,2026-02-13T13:56:31,IT-004,login_access,medium,tier=standard; urgency=medium; category=login_access,0.85,false,Priya Chen at Quartz Logistics reports mfa prompt never arrives in CRM; impact: User cannot access required system.,subject='MFA prompt never arrives'; system='CRM'; symptom='CRM sign-in fails before the user reaches the app home page.',identity_security,2026-02-13T16:26:00,2026-02-15T08:26:00
TKT-00167,2026-02-10T16:55:52,IT-005,network_connectivity,urgent,tier=premium; urgency=high; category=network_connectivity,0.86,false,Sana Ivanov at Summit Health reports wi-fi drops in conference room in Identity Provider; impact: Customer demos interrupted.,subject='Wi-Fi drops in conference room'; system='Identity Provider'; symptom='Identity Provider connectivity is intermittent enough to interrupt work.',network_infra,2026-02-10T14:00:00,2026-02-10T21:00:00
TKT-00168,2026-03-31T01:27:18,IT-007,login_access,medium,tier=enterprise; urgency=low; category=login_access,0.96,false,Chen Mancini at Lumen Systems reports stuck in sso redirect loop in Identity Provider; impact: Two team members cannot start the day's work.,subject='Stuck in SSO redirect loop'; system='Identity Provider'; symptom='Identity Provider sign-in fails before the user reaches the app home page.',identity_security,2026-03-31T08:57:00,2026-04-02T00:57:00
TKT-00169,2026-02-20T12:24:51,IT-002,software_bug,high,tier=premium; urgency=critical; category=software_bug,0.91,false,Marta Tanaka at Summit Health reports app freezes when opening report in Inventory App; impact: Reporting workflow unusable.,subject='App freezes when opening report'; system='Inventory App'; symptom='Inventory App behavior is repeatable and differs from yesterday's behavior.',application_engineering,2026-02-20T13:19:00,2026-02-21T11:19:00
TKT-00170,2026-03-12T03:08:54,IT-006,network_connectivity,high,tier=standard; urgency=medium; category=network_connectivity,0.88,false,Nikhil Jeong at Polaris Logistics reports vpn disconnects every few minutes in VPN; impact: Remote engineer cannot stay connected to internal tools.,subject='VPN disconnects every few minutes'; system='VPN'; symptom='VPN connectivity is intermittent enough to interrupt work.',network_infra,2026-03-12T04:01:00,2026-03-13T02:01:00
TKT-00171,2026-01-19T10:13:09,IT-007,billing_account,medium,tier=premium; urgency=medium; category=billing_account,0.95,false,Noor Quintero at Cypress Health reports invoice total looks wrong in Customer Portal; impact: Finance team holding payment until corrected.,subject='Invoice total looks wrong'; system='Customer Portal'; symptom='Customer Portal billing record does not match the customer's expected account state.',billing_finance,2026-01-19T15:44:00,2026-01-21T07:44:00
TKT-00172,2026-03-30T02:51:48,IT-005,data_reporting,medium,tier=standard; urgency=medium; category=data_reporting,0.85,false,Kai Xu at Quartz Logistics reports analytics dashboard not loading in Analytics Dashboard; impact: Customer demo delayed because dashboard is down.,"subject='Analytics dashboard not loading'; system='Analytics Dashboard'; symptom='Analytics Dashboard data output is stale, incomplete, or unavailable.'",data_analytics,2026-03-30T07:30:00,2026-03-31T23:30:00
TKT-00173,2026-02-19T18:39:50,IT-006,login_access,medium,tier=standard; urgency=high; category=login_access,0.77,false,Nikhil Mancini at Helios Health reports cannot log into customer portal in CRM; impact: One user blocked from logging in.,subject='Cannot log into customer portal'; system='CRM'; symptom='CRM sign-in fails before the user reaches the app home page.',identity_security,2026-02-20T00:46:00,2026-02-21T16:46:00
TKT-00174,2026-03-16T22:11:00,IT-002,network_connectivity,medium,tier=standard; urgency=medium; category=network_connectivity,0.79,true,Dani Grover at Helios Health reports vpn disconnects every few minutes in Identity Provider; impact: Remote engineer cannot stay connected to internal tools.,subject='VPN disconnects every few minutes'; system='Identity Provider'; symptom='Identity Provider connectivity is intermittent enough to interrupt work.',network_infra,2026-03-17T01:40:00,2026-03-18T17:40:00
TKT-00175,2026-03-01T17:27:25,IT-002,password_reset,low,tier=premium; urgency=low; category=password_reset,0.93,false,Zane Yamada at Tessera Manufacturing reports service account password expired in Identity Provider; impact: Nightly export job failing.,subject='Service account password expired'; system='Identity Provider'; symptom='Reset workflow for Identity Provider does not complete for the affected account.',identity_security,2026-03-02T15:57:00,2026-03-04T15:57:00
TKT-00176,2026-03-26T02:06:27,IT-002,other,medium,tier=standard; urgency=medium; category=other,0.64,false,Alex Grover at Helios Health reports general question about software list in Customer Portal; impact: Productivity blocker for one user.,subject='General question about software list'; system='Customer Portal'; symptom='The user is unsure which team owns the Customer Portal request.',application_engineering,2026-03-26T08:13:00,2026-03-28T00:13:00
TKT-00177,2026-01-19T11:41:28,IT-006,software_bug,low,tier=standard; urgency=low; category=software_bug,0.59,false,Theo Adler at Ironhill Capital reports shared mailbox missing in Email; impact: Support intake delayed.,subject='Shared mailbox missing'; system='Email'; symptom='Email calendar or mailbox state is not syncing across devices.',application_engineering,2026-01-20T10:07:00,2026-01-22T10:07:00
TKT-00178,2026-02-04T06:51:28,IT-008,hardware_issue,high,tier=premium; urgency=high; category=hardware_issue,0.78,false,Theo Adler at Tessera Manufacturing reports printer offline error in Customer Portal; impact: Team cannot print client deliverables.,subject='Printer offline error'; system='Customer Portal'; symptom='Device or peripheral behavior remains faulty after a basic restart.',hardware_field,2026-02-04T06:26:00,2026-02-05T04:26:00
TKT-00179,2026-01-19T04:18:02,IT-004,software_bug,high,tier=premium; urgency=critical; category=software_bug,0.91,true,Wren Liang at Cypress Health reports saved filter not loading on dashboard in Analytics Dashboard; impact: Manager dashboard broken before exec review.,subject='Saved filter not loading on dashboard'; system='Analytics Dashboard'; symptom='Analytics Dashboard behavior is repeatable and differs from yesterday's behavior.',application_engineering,2026-01-19T03:24:00,2026-01-20T01:24:00
TKT-00180,2026-03-28T14:59:05,IT-007,password_reset,low,tier=standard; urgency=medium; category=password_reset,0.81,false,Jorge Yamada at Ironhill Capital reports password reset link expired in CRM; impact: Customer demo delayed.,subject='Password reset link expired'; system='CRM'; symptom='Reset workflow for CRM does not complete for the affected account.',identity_security,2026-03-29T10:32:00,2026-03-31T10:32:00
TKT-00181,2026-03-25T03:59:37,IT-002,email_calendar,medium,tier=standard; urgency=medium; category=email_calendar,0.61,false,Bea Rao at Aurora Capital reports out of office not sending in Email; impact: Stakeholders unaware of leave.,subject='Out of office not sending'; system='Email'; symptom='Email calendar or mailbox state is not syncing across devices.',identity_security,2026-03-25T06:09:00,2026-03-26T22:09:00
TKT-00182,2026-02-08T11:46:47,IT-008,billing_account,medium,tier=standard; urgency=medium; category=billing_account,0.81,false,Quinn Walsh at Northstar Foods reports invoice total looks wrong in Billing System; impact: Finance team holding payment until corrected.,subject='Invoice total looks wrong'; system='Billing System'; symptom='Billing System billing record does not match the customer's expected account state.',billing_finance,2026-02-08T17:16:00,2026-02-10T09:16:00
TKT-00183,2026-02-16T14:16:41,IT-007,login_access,medium,tier=standard; urgency=medium; category=login_access,0.92,false,Marta Singh at Meridian Studios reports account locked after travel in CRM; impact: Field rep blocked from CRM during customer visit.,subject='Account locked after travel'; system='CRM'; symptom='CRM sign-in fails before the user reaches the app home page.',identity_security,2026-02-16T18:47:00,2026-02-18T10:47:00
TKT-00184,2026-02-13T12:13:06,IT-005,billing_account,medium,tier=premium; urgency=medium; category=billing_account,0.85,false,Quinn Holm at Pioneer Bioworks reports invoice total looks wrong in Customer Portal; impact: Finance team holding payment until corrected.,subject='Invoice total looks wrong'; system='Customer Portal'; symptom='Customer Portal billing record does not match the customer's expected account state.',billing_finance,2026-02-13T18:08:00,2026-02-15T10:08:00
TKT-00185,2026-02-05T02:40:52,IT-002,email_calendar,medium,tier=standard; urgency=medium; category=email_calendar,0.73,false,Bea Rao at Aurora Capital reports shared mailbox missing in Email; impact: Support intake delayed.,subject='Shared mailbox missing'; system='Email'; symptom='Email calendar or mailbox state is not syncing across devices.',identity_security,2026-02-05T06:39:00,2026-02-06T22:39:00
TKT-00186,2026-02-28T03:29:45,IT-007,network_connectivity,high,tier=standard; urgency=medium; category=network_connectivity,0.88,true,Kai Fontaine at Quartz Logistics reports wi-fi drops in conference room in VPN; impact: Customer demos interrupted.,subject='Wi-Fi drops in conference room'; system='VPN'; symptom='VPN connectivity is intermittent enough to interrupt work.',network_infra,2026-02-28T00:21:00,2026-02-28T22:21:00
TKT-00187,2026-02-15T06:07:18,IT-006,network_connectivity,medium,tier=standard; urgency=medium; category=network_connectivity,0.85,true,Sana Jeong at Northstar Foods reports high latency to internal apps in Identity Provider; impact: Whole regional team affected.,subject='High latency to internal apps'; system='Identity Provider'; symptom='Identity Provider connectivity is intermittent enough to interrupt work.',network_infra,2026-02-15T13:13:00,2026-02-17T05:13:00
TKT-00188,2026-02-08T11:38:09,IT-007,login_access,medium,tier=standard; urgency=medium; category=login_access,0.86,false,Tomo Walsh at Northstar Foods reports stuck in sso redirect loop in Customer Portal; impact: Two team members cannot start the day's work.,subject='Stuck in SSO redirect loop'; system='Customer Portal'; symptom='Customer Portal sign-in fails before the user reaches the app home page.',identity_security,2026-02-08T16:31:00,2026-02-10T08:31:00
TKT-00189,2026-01-18T00:30:08,IT-006,network_connectivity,medium,tier=standard; urgency=low; category=network_connectivity,0.86,false,Nikhil Holm at Northstar Foods reports vpn disconnects every few minutes in VPN; impact: Remote engineer cannot stay connected to internal tools.,subject='VPN disconnects every few minutes'; system='VPN'; symptom='VPN connectivity is intermittent enough to interrupt work.',network_infra,2026-01-18T06:46:00,2026-01-19T22:46:00
TKT-00190,2026-02-18T01:31:52,IT-006,data_reporting,medium,tier=standard; urgency=high; category=data_reporting,0.95,false,Priya Kapoor at Pacific Bioworks reports crm export missing records in Inventory App; impact: QBR slides cannot be finalized.,"subject='CRM export missing records'; system='Inventory App'; symptom='Inventory App data output is stale, incomplete, or unavailable.'",data_analytics,2026-02-18T04:48:00,2026-02-19T20:48:00
TKT-00191,2026-03-25T20:07:10,IT-001,password_reset,medium,tier=premium; urgency=medium; category=password_reset,0.86,false,Priya Patel at Pioneer Bioworks reports service account password expired in Customer Portal; impact: Nightly export job failing.,subject='Service account password expired'; system='Customer Portal'; symptom='Reset workflow for Customer Portal does not complete for the affected account.',identity_security,2026-03-26T01:29:00,2026-03-27T17:29:00
TKT-00192,2026-03-31T04:19:04,IT-006,email_calendar,medium,tier=standard; urgency=high; category=email_calendar,0.73,true,Erin Vega at Helios Health reports email calendar sync issue in Email; impact: User missed customer meeting.,subject='Email calendar sync issue'; system='Email'; symptom='Email calendar or mailbox state is not syncing across devices.',identity_security,2026-03-31T11:51:00,2026-04-02T03:51:00
TKT-00193,2026-03-03T19:44:38,IT-001,login_access,high,tier=premium; urgency=high; category=login_access,0.69,false,Felix Zhao at Cypress Analytics reports stuck in sso redirect loop in CRM; impact: Two team members cannot start the day's work.,subject='Stuck in SSO redirect loop'; system='CRM'; symptom='CRM sign-in fails before the user reaches the app home page.',identity_security,2026-03-03T18:43:00,2026-03-04T16:43:00
TKT-00194,2026-03-27T18:03:16,IT-007,login_access,medium,tier=premium; urgency=medium; category=login_access,0.81,false,Ravi Tanaka at Pioneer Bioworks reports mfa prompt never arrives in Identity Provider; impact: User cannot access required system.,subject='MFA prompt never arrives'; system='Identity Provider'; symptom='Identity Provider sign-in fails before the user reaches the app home page.',identity_security,2026-03-27T22:51:00,2026-03-29T14:51:00
TKT-00195,2026-03-15T16:48:42,IT-001,data_reporting,high,tier=premium; urgency=high; category=data_reporting,0.86,false,Vera Nair at Cypress Analytics reports crm export missing records in CRM; impact: QBR slides cannot be finalized.,"subject='CRM export missing records'; system='CRM'; symptom='CRM data output is stale, incomplete, or unavailable.'",data_analytics,2026-03-15T15:39:00,2026-03-16T13:39:00
TKT-00196,2026-02-22T23:06:09,IT-008,login_access,medium,tier=standard; urgency=medium; category=login_access,0.8,false,Theo Okafor at Pacific Bioworks reports stuck in sso redirect loop in CRM; impact: Two team members cannot start the day's work.,subject='Stuck in SSO redirect loop'; system='CRM'; symptom='CRM sign-in fails before the user reaches the app home page.',identity_security,2026-02-23T01:15:00,2026-02-24T17:15:00
TKT-00197,2026-03-11T13:39:25,IT-001,password_reset,low,tier=premium; urgency=low; category=password_reset,0.79,false,Quinn Zhao at Tessera Manufacturing reports password reset link expired in CRM; impact: Customer demo delayed.,subject='Password reset link expired'; system='CRM'; symptom='Reset workflow for CRM does not complete for the affected account.',identity_security,2026-03-12T11:29:00,2026-03-14T11:29:00
TKT-00198,2026-03-23T02:55:00,IT-007,password_reset,low,tier=standard; urgency=low; category=password_reset,0.67,true,Tomo Devine at Meridian Studios reports password reset link expired in CRM; impact: Customer demo delayed.,subject='Password reset link expired'; system='CRM'; symptom='Reset workflow for CRM does not complete for the affected account.',identity_security,2026-03-24T01:11:00,2026-03-26T01:11:00
TKT-00199,2026-03-02T14:42:52,IT-002,other,medium,tier=standard; urgency=medium; category=other,0.78,false,Grace Grover at Pacific Bioworks reports general question about software list in Customer Portal; impact: Productivity blocker for one user.,subject='General question about software list'; system='Customer Portal'; symptom='The user is unsure which team owns the Customer Portal request.',application_engineering,2026-03-02T20:36:00,2026-03-04T12:36:00
TKT-00200,2026-02-18T01:18:00,IT-007,email_calendar,high,tier=enterprise; urgency=high; category=email_calendar,0.9,false,Zane Grover at Lumen Systems reports out of office not sending in Email; impact: Stakeholders unaware of leave.,subject='Out of office not sending'; system='Email'; symptom='Email calendar or mailbox state is not syncing across devices.',identity_security,2026-02-18T03:00:00,2026-02-19T01:00:00
TKT-00201,2026-03-07T18:08:09,IT-007,password_reset,medium,tier=enterprise; urgency=low; category=password_reset,0.91,false,Nikhil Mancini at Pioneer Foods reports password reset link expired in CRM; impact: Customer demo delayed.,subject='Password reset link expired'; system='CRM'; symptom='Reset workflow for CRM does not complete for the affected account.',identity_security,2026-03-07T22:14:00,2026-03-09T14:14:00
TKT-00202,2026-03-22T05:57:26,IT-004,billing_account,medium,tier=standard; urgency=medium; category=billing_account,0.72,false,Kai Vega at Northstar Foods reports wrong billing region applied in Customer Portal; impact: Finance unable to close the month.,subject='Wrong billing region applied'; system='Customer Portal'; symptom='Customer Portal billing record does not match the customer's expected account state.',billing_finance,2026-03-22T12:26:00,2026-03-24T04:26:00
TKT-00203,2026-03-27T02:18:46,IT-007,network_connectivity,medium,tier=standard; urgency=low; category=network_connectivity,0.66,true,Noor Mancini at Meridian Marine Solutions reports high latency to internal apps in Identity Provider; impact: Whole regional team affected.,subject='High latency to internal apps'; system='Identity Provider'; symptom='Identity Provider connectivity is intermittent enough to interrupt work.',network_infra,2026-03-27T05:14:00,2026-03-28T21:14:00
TKT-00204,2026-03-01T00:38:08,IT-004,network_connectivity,urgent,tier=enterprise; urgency=medium; category=network_connectivity,0.95,true,Lin Mancini at Pioneer Foods reports high latency to internal apps in Identity Provider; impact: Whole regional team affected.,subject='High latency to internal apps'; system='Identity Provider'; symptom='Identity Provider connectivity is intermittent enough to interrupt work.',network_infra,2026-02-28T22:01:00,2026-03-01T05:01:00
TKT-00205,2026-01-28T01:37:55,IT-005,billing_account,high,tier=enterprise; urgency=medium; category=billing_account,0.87,true,Nikhil Xu at Pioneer Foods reports invoice total looks wrong in Billing System; impact: Finance team holding payment until corrected.,subject='Invoice total looks wrong'; system='Billing System'; symptom='Billing System billing record does not match the customer's expected account state.',billing_finance,2026-01-27T22:24:00,2026-01-28T20:24:00
TKT-00206,2026-02-02T03:03:24,IT-001,login_access,high,tier=premium; urgency=high; category=login_access,0.79,false,Alex Devine at Pioneer Bioworks reports stuck in sso redirect loop in Customer Portal; impact: Two team members cannot start the day's work.,subject='Stuck in SSO redirect loop'; system='Customer Portal'; symptom='Customer Portal sign-in fails before the user reaches the app home page.',identity_security,2026-02-02T00:46:00,2026-02-02T22:46:00
TKT-00207,2026-02-10T12:50:25,IT-006,network_connectivity,high,tier=enterprise; urgency=medium; category=network_connectivity,0.74,true,Lin Zhao at Pioneer Foods reports high latency to internal apps in VPN; impact: Whole regional team affected.,subject='High latency to internal apps'; system='VPN'; symptom='VPN connectivity is intermittent enough to interrupt work.',network_infra,2026-02-10T10:55:00,2026-02-11T08:55:00
TKT-00208,2026-01-22T10:13:33,IT-001,network_connectivity,urgent,tier=premium; urgency=high; category=network_connectivity,0.84,false,Hassan Liang at Tessera Manufacturing reports high latency to internal apps in VPN; impact: Whole regional team affected.,subject='High latency to internal apps'; system='VPN'; symptom='VPN connectivity is intermittent enough to interrupt work.',network_infra,2026-01-22T09:17:00,2026-01-22T16:17:00
TKT-00209,2026-03-29T09:12:42,IT-002,hardware_issue,medium,tier=premium; urgency=medium; category=hardware_issue,0.85,true,Felix Bose at Quartz Bioworks reports wireless mouse not working in Customer Portal; impact: Single user partially blocked.,subject='Wireless mouse not working'; system='Customer Portal'; symptom='Device or peripheral behavior remains faulty after a basic restart.',hardware_field,2026-03-29T14:11:00,2026-03-31T06:11:00
TKT-00210,2026-03-01T02:00:57,IT-008,other,high,tier=enterprise; urgency=high; category=other,0.81,false,Maya Nair at Lumen Systems reports equipment return process in Customer Portal; impact: Offboarding workflow.,subject='Equipment return process'; system='Customer Portal'; symptom='The user is unsure which team owns the Customer Portal request.',application_engineering,2026-03-01T00:15:00,2026-03-01T22:15:00
TKT-00211,2026-03-04T23:09:50,IT-001,password_reset,medium,tier=standard; urgency=high; category=password_reset,0.82,false,Kai Devine at Meridian Studios reports password reset link expired in CRM; impact: Customer demo delayed.,subject='Password reset link expired'; system='CRM'; symptom='Reset workflow for CRM does not complete for the affected account.',identity_security,2026-03-05T05:16:00,2026-03-06T21:16:00
TKT-00212,2026-02-01T01:04:30,IT-001,security_request,high,tier=premium; urgency=medium; category=security_request,0.8,false,Wren Nair at Cypress Health reports vendor needs limited portal access in Identity Provider; impact: Audit blocked without access.,subject='Vendor needs limited portal access'; system='Identity Provider'; symptom='Identity Provider access or security state needs human review before action.',identity_security,2026-01-31T21:06:00,2026-02-01T19:06:00
TKT-00213,2026-02-19T10:25:47,IT-006,password_reset,low,tier=standard; urgency=medium; category=password_reset,0.95,false,Jorge Underwood at Quartz Logistics reports password reset link expired in Customer Portal; impact: Customer demo delayed.,subject='Password reset link expired'; system='Customer Portal'; symptom='Reset workflow for Customer Portal does not complete for the affected account.',identity_security,2026-02-20T07:57:00,2026-02-22T07:57:00
TKT-00214,2026-02-04T04:56:45,IT-006,network_connectivity,medium,tier=standard; urgency=low; category=network_connectivity,0.97,false,Nikhil Chen at Meridian Studios reports high latency to internal apps in Identity Provider; impact: Whole regional team affected.,subject='High latency to internal apps'; system='Identity Provider'; symptom='Identity Provider connectivity is intermittent enough to interrupt work.',network_infra,2026-02-04T10:24:00,2026-02-06T02:24:00
TKT-00215,2026-03-11T00:09:59,IT-004,software_bug,medium,tier=standard; urgency=high; category=software_bug,0.95,true,Iris Okafor at Polaris Robotics reports records missing after crm export in Analytics Dashboard; impact: Sales pipeline data inconsistent.,subject='Records missing after CRM export'; system='Analytics Dashboard'; symptom='Analytics Dashboard behavior is repeatable and differs from yesterday's behavior.',application_engineering,2026-03-11T03:53:00,2026-03-12T19:53:00
TKT-00216,2026-02-16T17:34:11,IT-005,email_calendar,medium,tier=premium; urgency=medium; category=email_calendar,0.82,false,Iris Chen at Summit Health reports email calendar sync issue in Email; impact: User missed customer meeting.,subject='Email calendar sync issue'; system='Email'; symptom='Email calendar or mailbox state is not syncing across devices.',identity_security,2026-02-16T20:58:00,2026-02-18T12:58:00
TKT-00217,2026-03-28T10:06:31,IT-004,password_reset,medium,tier=premium; urgency=medium; category=password_reset,0.97,false,Quinn Holm at Cypress Analytics reports password reset link expired in Customer Portal; impact: Customer demo delayed.,subject='Password reset link expired'; system='Customer Portal'; symptom='Reset workflow for Customer Portal does not complete for the affected account.',identity_security,2026-03-28T16:47:00,2026-03-30T08:47:00
TKT-00218,2026-03-13T02:03:21,IT-007,login_access,medium,tier=premium; urgency=low; category=login_access,0.95,false,Kai Xu at Pioneer Bioworks reports cannot log into customer portal in CRM; impact: One user blocked from logging in.,subject='Cannot log into customer portal'; system='CRM'; symptom='CRM sign-in fails before the user reaches the app home page.',identity_security,2026-03-13T07:54:00,2026-03-14T23:54:00
TKT-00219,2026-03-27T03:32:27,IT-005,security_request,medium,tier=standard; urgency=medium; category=security_request,0.84,false,Iris Quintero at Meridian Marine Solutions reports need access for new employee in Identity Provider; impact: New hire cannot access required systems.,subject='Need access for new employee'; system='Identity Provider'; symptom='Identity Provider access or security state needs human review before action.',identity_security,2026-03-27T06:47:00,2026-03-28T22:47:00
TKT-00220,2026-02-22T18:33:10,IT-001,network_connectivity,high,tier=premium; urgency=medium; category=network_connectivity,0.88,false,Lin Patel at Tessera Manufacturing reports high latency to internal apps in Identity Provider; impact: Whole regional team affected.,subject='High latency to internal apps'; system='Identity Provider'; symptom='Identity Provider connectivity is intermittent enough to interrupt work.',network_infra,2026-02-22T16:20:00,2026-02-23T14:20:00
