ticket_id,escalated_at,it_member_id,specialist_id,escalation_reason,information_provided,missing_information_flag,requested_specialist_group,handoff_summary,specific_question_for_specialist,customer_evidence_included
TKT-00205,2026-01-28T04:00:43,IT-005,SP-010,needs specialist review per triage flag,subject + description + business impact + affected system + urgency + steps already tried,false,billing_finance,Invoice total looks wrong in Billing System; category=billing_account; priority=high; customer tried: Checked the invoice/account page twice.; impact: Finance team holding payment until corrected.,Please identify root cause and provide customer-safe resolution steps for Billing System.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00207,2026-02-10T14:32:47,IT-006,SP-004,needs specialist review per triage flag,subject + description + business impact + affected system + urgency + steps already tried,false,network_infra,High latency to internal apps in VPN; category=network_connectivity; priority=high; customer tried: Restarted client and retried from the same location.; impact: Whole regional team affected.,Please identify root cause and provide customer-safe resolution steps for VPN.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00207,2026-02-11T16:05:20,IT-006,SP-009,re-escalation after rejection,original ticket + first solution + customer feedback,false,network_infra,Customer rejected first response for High latency to internal apps; rejection='Solution applied but symptom persists'.,Review why the first resolution failed and provide corrected customer-safe steps.,original_ticket|first_response|customer_rejection
TKT-00208,2026-01-22T12:57:38,IT-001,SP-009,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried,false,network_infra,High latency to internal apps in VPN; category=network_connectivity; priority=urgent; customer tried: Restarted client and retried from the same location.; impact: Whole regional team affected.,Please identify root cause and provide customer-safe resolution steps for VPN.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00209,2026-03-29T10:40:27,IT-002,SP-003,needs specialist review per triage flag,subject + description + business impact + affected system + urgency + steps already tried; missing reproduction steps,true,hardware_field,Wireless mouse not working in Customer Portal; category=hardware_issue; priority=medium; customer tried: Restarted the device and checked cables/batteries.; impact: Single user partially blocked.,Please identify root cause and provide customer-safe resolution steps for Customer Portal.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00210,2026-03-01T03:10:54,IT-008,SP-008,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried; missing reproduction steps,true,application_engineering,Equipment return process in Customer Portal; category=other; priority=high; customer tried: Searched the help center but did not find a clear owner.; impact: Offboarding workflow.,Please identify root cause and provide customer-safe resolution steps for Customer Portal.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00210,2026-03-04T16:11:59,IT-008,SP-008,re-escalation after rejection,original ticket + first solution + customer feedback,false,application_engineering,Customer rejected first response for Equipment return process; rejection='Issue recurred after a few hours'.,Review why the first resolution failed and provide corrected customer-safe steps.,original_ticket|first_response|customer_rejection
TKT-00212,2026-02-01T03:46:03,IT-001,SP-006,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried,false,identity_security,Vendor needs limited portal access in Identity Provider; category=security_request; priority=high; customer tried: Checked with manager or security contact before submitting.; impact: Audit blocked without access.,Please identify root cause and provide customer-safe resolution steps for Identity Provider.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00215,2026-03-11T02:23:47,IT-004,SP-008,needs specialist review per triage flag,subject + description + business impact + affected system + urgency + steps already tried + attachment,false,application_engineering,Records missing after CRM export in Analytics Dashboard; category=software_bug; priority=medium; customer tried: Refreshed browser and repeated the action.; impact: Sales pipeline data inconsistent.,Please identify root cause and provide customer-safe resolution steps for Analytics Dashboard.,ticket_description|business_impact|steps_already_tried|attachment|faq_search_notes
TKT-00215,2026-03-16T11:13:48,IT-004,SP-008,re-escalation after rejection,original ticket + first solution + customer feedback,false,application_engineering,Customer rejected first response for Records missing after CRM export; rejection='Need different approach'.,Review why the first resolution failed and provide corrected customer-safe steps.,original_ticket|first_response|customer_rejection
TKT-00218,2026-03-13T03:57:44,IT-007,SP-006,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried,false,identity_security,"Cannot log into customer portal in CRM; category=login_access; priority=medium; customer tried: Retyped password, tried a private browser window.; impact: One user blocked from logging in.",Please identify root cause and provide customer-safe resolution steps for CRM.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00218,2026-03-14T18:23:36,IT-007,SP-002,re-escalation after rejection,original ticket + first solution + customer feedback,false,identity_security,Customer rejected first response for Cannot log into customer portal; rejection='Solution applied but symptom persists'.,Review why the first resolution failed and provide corrected customer-safe steps.,original_ticket|first_response|customer_rejection
TKT-00220,2026-02-22T20:28:46,IT-001,SP-009,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried,false,network_infra,High latency to internal apps in Identity Provider; category=network_connectivity; priority=high; customer tried: Restarted client and retried from the same location.; impact: Whole regional team affected.,Please identify root cause and provide customer-safe resolution steps for Identity Provider.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00221,2026-03-04T18:41:28,IT-003,SP-001,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried + attachment,false,hardware_field,Wireless mouse not working in Customer Portal; category=hardware_issue; priority=high; customer tried: Restarted the device and checked cables/batteries.; impact: Single user partially blocked.,Please identify root cause and provide customer-safe resolution steps for Customer Portal.,ticket_description|business_impact|steps_already_tried|attachment|faq_search_notes
TKT-00223,2026-02-16T02:35:55,IT-002,SP-008,needs specialist review per triage flag,subject + description + business impact + affected system + urgency + steps already tried + attachment,false,application_engineering,Saved filter not loading on dashboard in Inventory App; category=software_bug; priority=medium; customer tried: Refreshed browser and repeated the action.; impact: Manager dashboard broken before exec review.,Please identify root cause and provide customer-safe resolution steps for Inventory App.,ticket_description|business_impact|steps_already_tried|attachment|faq_search_notes
TKT-00228,2026-03-18T10:21:16,IT-003,SP-002,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried + attachment; missing reproduction steps,true,identity_security,"Stuck in SSO redirect loop in Customer Portal; category=login_access; priority=medium; customer tried: Retyped password, tried a private browser window.; impact: Two team members cannot start the day's work.",Please identify root cause and provide customer-safe resolution steps for Customer Portal.,ticket_description|business_impact|steps_already_tried|attachment|faq_search_notes
TKT-00229,2026-02-13T20:16:47,IT-001,SP-004,needs specialist review per triage flag,subject + description + business impact + affected system + urgency + steps already tried,false,network_infra,Wi-Fi drops in conference room in Identity Provider; category=network_connectivity; priority=medium; customer tried: Restarted client and retried from the same location.; impact: Customer demos interrupted.,Please identify root cause and provide customer-safe resolution steps for Identity Provider.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00230,2026-02-08T12:18:33,IT-003,SP-010,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried,false,billing_finance,Cannot download invoice PDF in Customer Portal; category=billing_account; priority=medium; customer tried: Checked the invoice/account page twice.; impact: Customer cannot file expense reports.,Please identify root cause and provide customer-safe resolution steps for Customer Portal.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00230,2026-02-11T11:32:20,IT-003,SP-010,re-escalation after rejection,original ticket + first solution + customer feedback,false,billing_finance,Customer rejected first response for Cannot download invoice PDF; rejection='Issue recurred after a few hours'.,Review why the first resolution failed and provide corrected customer-safe steps.,original_ticket|first_response|customer_rejection
TKT-00231,2026-03-05T08:36:05,IT-008,SP-010,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried,false,billing_finance,Cannot download invoice PDF in Billing System; category=billing_account; priority=medium; customer tried: Checked the invoice/account page twice.; impact: Customer cannot file expense reports.,Please identify root cause and provide customer-safe resolution steps for Billing System.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00231,2026-03-08T03:13:35,IT-008,SP-010,re-escalation after rejection,original ticket + first solution + customer feedback,true,billing_finance,Customer rejected first response for Cannot download invoice PDF; rejection='Solution applied but symptom persists'.,Review why the first resolution failed and provide corrected customer-safe steps.,original_ticket|first_response|customer_rejection
TKT-00232,2026-03-02T20:53:41,IT-005,SP-008,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried,false,application_engineering,Out of office not sending in Email; category=other; priority=medium; customer tried: Restarted mail/calendar app.; impact: Stakeholders unaware of leave.,Please identify root cause and provide customer-safe resolution steps for Email.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00234,2026-03-19T13:21:01,IT-001,SP-006,needs specialist review per triage flag,subject + description + business impact + affected system + urgency + steps already tried,false,identity_security,Need access for new employee in Identity Provider; category=security_request; priority=high; customer tried: Checked with manager or security contact before submitting.; impact: New hire cannot access required systems.,Please identify root cause and provide customer-safe resolution steps for Identity Provider.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00235,2026-02-03T01:13:24,IT-002,SP-002,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried,false,identity_security,Vendor needs limited portal access in Identity Provider; category=security_request; priority=high; customer tried: Checked with manager or security contact before submitting.; impact: Audit blocked without access.,Please identify root cause and provide customer-safe resolution steps for Identity Provider.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00235,2026-02-05T23:51:58,IT-002,SP-006,re-escalation after rejection,original ticket + first solution + customer feedback,false,identity_security,Customer rejected first response for Vendor needs limited portal access; rejection='Steps did not resolve the issue'.,Review why the first resolution failed and provide corrected customer-safe steps.,original_ticket|first_response|customer_rejection
TKT-00237,2026-02-28T20:17:27,IT-002,SP-008,re-escalation after rejection,original ticket + first solution + customer feedback,false,application_engineering,Customer rejected first response for Saved filter not loading on dashboard; rejection='Issue recurred after a few hours'.,Review why the first resolution failed and provide corrected customer-safe steps.,original_ticket|first_response|customer_rejection
TKT-00238,2026-03-06T06:34:47,IT-008,SP-009,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried,false,network_infra,High latency to internal apps in Identity Provider; category=network_connectivity; priority=medium; customer tried: Restarted client and retried from the same location.; impact: Whole regional team affected.,Please identify root cause and provide customer-safe resolution steps for Identity Provider.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00241,2026-02-17T21:59:58,IT-005,SP-006,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried + attachment,false,identity_security,"MFA prompt never arrives in Customer Portal; category=login_access; priority=high; customer tried: Retyped password, tried a private browser window.; impact: User cannot access required system.",Please identify root cause and provide customer-safe resolution steps for Customer Portal.,ticket_description|business_impact|steps_already_tried|attachment|faq_search_notes
TKT-00244,2026-01-27T12:11:32,IT-003,SP-009,re-escalation after rejection,original ticket + first solution + customer feedback,false,network_infra,Customer rejected first response for Wi-Fi drops in conference room; rejection='Steps did not resolve the issue'.,Review why the first resolution failed and provide corrected customer-safe steps.,original_ticket|first_response|customer_rejection
TKT-00247,2026-03-20T02:07:53,IT-001,SP-010,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried,false,billing_finance,Wrong billing region applied in Billing System; category=billing_account; priority=high; customer tried: Checked the invoice/account page twice.; impact: Finance unable to close the month.,Please identify root cause and provide customer-safe resolution steps for Billing System.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00248,2026-01-17T11:22:47,IT-007,SP-010,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried,false,billing_finance,Cannot download invoice PDF in Billing System; category=billing_account; priority=high; customer tried: Checked the invoice/account page twice.; impact: Customer cannot file expense reports.,Please identify root cause and provide customer-safe resolution steps for Billing System.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
TKT-00250,2026-03-01T03:12:47,IT-008,SP-003,no FAQ match found,subject + description + business impact + affected system + urgency + steps already tried,false,hardware_field,Printer offline error in Customer Portal; category=hardware_issue; priority=medium; customer tried: Restarted the device and checked cables/batteries.; impact: Team cannot print client deliverables.,Please identify root cause and provide customer-safe resolution steps for Customer Portal.,ticket_description|business_impact|steps_already_tried|no_attachment|faq_search_notes
