ticket_id,faq_checked_at,it_member_id,faq_match_found,faq_id,match_confidence,faq_match_notes,search_terms,candidate_faq_ids,required_customer_info_available,faq_application_reason
TKT-00230,2026-02-08T11:48:20,IT-003,false,"",0.4,Searched FAQ knowledge base; no high-confidence match.,customer portal | billing_account | cannot download invoice pdf,FAQ-011|FAQ-012|FAQ-013,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00231,2026-03-05T07:48:44,IT-008,false,"",0.29,Searched FAQ knowledge base; no high-confidence match.,billing system | billing_account | cannot download invoice pdf,FAQ-011|FAQ-012|FAQ-013,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00232,2026-03-02T20:36:39,IT-005,false,"",0.25,Searched FAQ knowledge base; no high-confidence match.,email | other | out of office not sending,FAQ-032|FAQ-033,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00233,2026-01-27T09:24:18,IT-001,true,FAQ-007,0.72,Matched FAQ pattern: reset_link_expired,identity provider | password_reset | service account password expired,FAQ-006|FAQ-007|FAQ-008,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00234,2026-03-19T12:56:36,IT-001,false,"",0.1,Searched FAQ knowledge base; no high-confidence match.,identity provider | security_request | need access for new employee,FAQ-030|FAQ-031,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00235,2026-02-03T00:10:37,IT-002,false,"",0.2,Searched FAQ knowledge base; no high-confidence match.,identity provider | security_request | vendor needs limited portal access,FAQ-030|FAQ-031,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00236,2026-03-15T08:34:49,IT-008,true,FAQ-009,0.86,Matched FAQ pattern: policy_block_on_complexity,identity provider | password_reset | service account password expired,FAQ-009|FAQ-006|FAQ-007,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00237,2026-02-27T23:59:32,IT-002,true,FAQ-014,0.75,Matched FAQ pattern: stale_cache_after_release,inventory app | software_bug | saved filter not loading on,FAQ-014|FAQ-015,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00238,2026-03-06T05:33:42,IT-008,false,"",0.14,Searched FAQ knowledge base; no high-confidence match.,identity provider | network_connectivity | high latency to internal apps,FAQ-019|FAQ-020|FAQ-021,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00239,2026-02-11T22:53:38,IT-004,true,FAQ-028,0.75,Matched FAQ pattern: export_filter_excludes_records,analytics dashboard | data_reporting | crm export missing records,FAQ-027|FAQ-028|FAQ-029,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00240,2026-02-18T10:09:24,IT-005,true,FAQ-001,0.71,Matched FAQ pattern: browser_redirect_loop_on_sso,identity provider | login_access | stuck in sso redirect loop,FAQ-001|FAQ-002|FAQ-003,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00241,2026-02-17T21:25:36,IT-005,false,"",0.09,Searched FAQ knowledge base; no high-confidence match.,customer portal | login_access | mfa prompt never arrives,FAQ-001|FAQ-002|FAQ-003,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00242,2026-02-16T19:55:57,IT-006,true,FAQ-009,0.83,Matched FAQ pattern: policy_block_on_complexity,identity provider | password_reset | password reset link expired,FAQ-009|FAQ-006|FAQ-007,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00243,2026-03-18T17:44:13,IT-003,true,FAQ-009,0.76,Matched FAQ pattern: policy_block_on_complexity,identity provider | password_reset | need password reset,FAQ-009|FAQ-006|FAQ-007,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00244,2026-01-25T08:09:46,IT-003,true,FAQ-021,0.67,Matched FAQ pattern: wifi_reauth_conference_room,identity provider | network_connectivity | wi-fi drops in conference room,FAQ-019|FAQ-020|FAQ-021,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00245,2026-03-27T12:48:26,IT-007,true,FAQ-033,0.85,Matched FAQ pattern: equipment_return_process,customer portal | other | need help with a workflow,FAQ-032|FAQ-033,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00246,2026-01-15T18:51:06,IT-008,true,FAQ-019,0.89,Matched FAQ pattern: vpn_disconnects_short_intervals,identity provider | network_connectivity | high latency to internal apps,FAQ-019|FAQ-020|FAQ-021,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00247,2026-03-20T01:27:05,IT-001,false,"",0.28,Searched FAQ knowledge base; no high-confidence match.,billing system | billing_account | wrong billing region applied,FAQ-011|FAQ-012|FAQ-013,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00248,2026-01-17T10:55:32,IT-007,false,"",0.11,Searched FAQ knowledge base; no high-confidence match.,billing system | billing_account | cannot download invoice pdf,FAQ-011|FAQ-012|FAQ-013,false,No FAQ candidate explains the reported symptom with enough confidence.
TKT-00249,2026-03-06T23:43:55,IT-006,true,FAQ-009,0.9,Matched FAQ pattern: policy_block_on_complexity,identity provider | password_reset | service account password expired,FAQ-009|FAQ-006|FAQ-007,true,FAQ symptoms and required context appear sufficient for first response.
TKT-00250,2026-03-01T02:36:27,IT-008,false,"",0.09,Searched FAQ knowledge base; no high-confidence match.,customer portal | hardware_issue | printer offline error,FAQ-016|FAQ-017|FAQ-018,false,No FAQ candidate explains the reported symptom with enough confidence.
